campaign_id,campaign_name,creator_id,creator_name,creator_specialty,campaign_date,category,impressions,likes,comments,shares,total_engagements,referral_id,traffic_source,click_timestamp,referral_clicks,customer_id,transaction_id,purchase_timestamp,purchases,new_customers,repeat_purchases,order_value,product,product_category
CAM002,Premium Picks,CR009,Arjun Rao,Finance,2026-01-25,Food,4009,170,19,19,208,REF00611,TikTok,2026-01-25 21:00:00,118,CUST2980,TXN00611,2026-02-01 00:00:00,9,8,1,16288.23,Skincare Kit,Beauty
CAM005,Weekend Flash,CR001,Aarav Mehta,Lifestyle,2026-02-22,Gaming,18850,568,51,35,654,REF00612,Google,2026-02-22 18:00:00,428,CUST4604,TXN00612,2026-02-24 00:00:00,31,22,9,74116.77,Protein Powder,Fitness
CAM018,Weekend Flash,CR010,Diya Joshi,Lifestyle,2026-06-16,Home,8918,414,61,37,512,REF00613,TikTok,2026-06-16 16:00:00,230,CUST6717,TXN00613,2026-06-24 00:00:00,7,5,2,27701.67,Coffee Maker,Home
CAM035,Summer Launch,CR012,Kavya Iyer,Fashion,2026-05-23,Travel,10117,334,43,33,410,REF00614,YouTube,2026-05-23 01:00:00,181,CUST3214,TXN00614,2026-06-01 00:00:00,3,2,1,2778.14,Skincare Kit,Beauty
CAM048,Summer Launch,CR008,Sara Khan,Food,2026-06-03,Food,2628,44,5,4,53,REF00615,YouTube,2026-06-03 18:00:00,58,CUST3896,TXN00615,2026-06-07 00:00:00,3,2,1,4315.17,Travel Backpack,Travel
CAM026,Premium Picks,CR010,Diya Joshi,Lifestyle,2026-02-18,Fitness,6597,237,24,26,287,REF00616,Instagram,2026-02-18 09:00:00,141,CUST2530,TXN00616,2026-02-27 00:00:00,9,7,2,33222.66,Sneakers,Fashion
CAM007,Back to College,CR006,Meera Nair,Travel,2026-03-27,Electronics,10099,485,32,39,556,REF00617,Instagram,2026-03-27 18:00:00,272,CUST6455,TXN00617,2026-04-04 00:00:00,12,11,1,29384.79,Wireless Earbuds,Electronics
CAM040,Premium Picks,CR009,Arjun Rao,Finance,2026-06-22,Fitness,2582,128,11,7,146,REF00618,Facebook,2026-06-22 01:00:00,59,CUST8475,TXN00618,2026-06-28 00:00:00,5,4,1,20489.31,Sneakers,Fashion
CAM060,Holiday Offers,CR011,Aditya Deshmukh,Tech,2026-03-27,Gaming,10443,540,44,52,636,REF00619,Google,2026-03-27 04:00:00,330,CUST3078,TXN00619,2026-03-31 00:00:00,20,19,1,33996.51,Travel Backpack,Travel
CAM016,Monsoon Sale,CR012,Kavya Iyer,Fashion,2026-02-24,Travel,8243,302,41,19,362,REF00620,Instagram,2026-02-24 11:00:00,301,CUST4806,TXN00620,2026-03-05 00:00:00,19,14,5,69843.01,Coffee Maker,Home
CAM030,Premium Picks,CR008,Sara Khan,Food,2026-05-30,Electronics,4996,255,34,13,302,REF00621,Google,2026-05-30 02:00:00,145,CUST6911,TXN00621,2026-06-08 00:00:00,7,7,0,26944.33,Sneakers,Fashion
CAM041,Monsoon Sale,CR005,Vihaan Patel,Fitness,2026-02-26,Travel,7658,349,26,36,411,REF00622,YouTube,2026-02-26 06:00:00,190,CUST7855,TXN00622,2026-03-07 00:00:00,6,6,0,13098.32,Skincare Kit,Beauty
CAM005,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-04-28,Fashion,3995,153,23,15,191,REF00623,Email,2026-04-28 04:00:00,87,CUST2307,TXN00623,2026-05-06 00:00:00,4,4,0,11387.26,Wireless Earbuds,Electronics
CAM015,Holiday Offers,CR005,Vihaan Patel,Fitness,2026-03-26,Fashion,6693,264,17,22,303,REF00624,Facebook,2026-03-26 12:00:00,138,CUST9318,TXN00624,2026-04-04 00:00:00,9,6,3,23692.69,Coffee Maker,Home
CAM026,Back to College,CR004,Isha Verma,Beauty,2026-02-18,Fitness,7254,262,31,28,321,REF00625,YouTube,2026-02-18 08:00:00,213,CUST7573,TXN00625,2026-02-24 00:00:00,15,12,3,55593.1,,Electronics
CAM055,Spring Refresh,CR002,Ananya Sharma,Fashion,2026-04-12,Gaming,10127,354,48,20,422,REF00626,Direct,2026-04-12 13:00:00,260,CUST7150,TXN00626,2026-04-17 00:00:00,5,4,1,4762.0,Skincare Kit,Beauty
CAM049,Summer Launch,CR002,Ananya Sharma,Fashion,2026-05-11,Gaming,3111,93,8,5,106,REF00627,Direct,2026-05-11 03:00:00,77,CUST5743,TXN00627,2026-05-16 00:00:00,7,6,1,15204.91,Skincare Kit,Beauty
CAM003,Premium Picks,CR004,Isha Verma,Beauty,2026-03-09,Home,7598,162,12,11,185,REF00628,Google,2026-03-09 18:00:00,206,CUST8702,TXN00628,2026-03-15 00:00:00,10,7,3,37189.67,Sneakers,Fashion
CAM049,Festive Picks,CR001,Aarav Mehta,Lifestyle,2026-05-13,Beauty,3058,198,17,14,229,REF00629,YouTube,2026-05-13 22:00:00,82,CUST7159,TXN00629,2026-05-15 00:00:00,3,3,0,3387.12,Skincare Kit,Beauty
CAM035,Creator Spotlight,CR012,Kavya Iyer,Fashion,2026-06-07,Fashion,3431,131,15,8,154,REF00630,Google,2026-06-07 01:00:00,102,CUST4508,TXN00630,2026-06-12 00:00:00,6,6,0,16243.09,Smartwatch,Electronics
CAM012,Premium Picks,CR003,Rohan Kapoor,Tech,2026-05-26,Fashion,6033,263,19,31,313,REF00631,TikTok,2026-05-26 09:00:00,223,CUST5707,TXN00631,2026-06-01 00:00:00,7,7,0,28056.57,Sneakers,Fashion
CAM059,Product Launch,CR007,Kabir Singh,Gaming,2026-04-12,Food,6111,294,31,35,360,REF00632,Facebook,2026-04-12 17:00:00,153,CUST6864,TXN00632,2026-04-13 00:00:00,9,9,0,14695.06,Travel Backpack,Travel
CAM024,Creator Spotlight,CR007,Kabir Singh,Gaming,2026-05-04,Beauty,2861,127,17,15,159,REF00633,Facebook,2026-05-04 19:00:00,112,CUST7900,TXN00633,2026-05-10 00:00:00,7,7,0,10952.92,Protein Powder,Fitness
CAM041,New Collection,CR002,Ananya Sharma,Fashion,2026-03-09,Electronics,5482,267,35,27,329,REF00634,TikTok,2026-03-09 09:00:00,204,CUST3712,TXN00634,2026-03-14 00:00:00,8,7,1,33796.22,Sneakers,Fashion
CAM025,Mega Savings,CR011,Aditya Deshmukh,Tech,2026-05-24,Food,12044,719,93,50,862,REF00635,Facebook,2026-05-24 02:00:00,431,CUST2893,TXN00635,2026-06-02 00:00:00,24,21,3,97144.28,Smartwatch,Electronics
CAM038,Monsoon Sale,CR008,Sara Khan,Food,2026-01-19,Electronics,10672,444,36,59,539,REF00636,Direct,2026-01-19 09:00:00,292,CUST9235,TXN00636,2026-01-28 00:00:00,15,13,2,37189.51,Protein Powder,Fitness
CAM031,New Collection,CR002,Ananya Sharma,Fashion,2026-05-12,Gaming,5569,279,44,19,342,REF00637,Instagram,2026-05-12 07:00:00,123,CUST1941,TXN00637,2026-05-18 00:00:00,6,5,1,21086.18,Coffee Maker,Home
CAM032,New Collection,CR001,Aarav Mehta,Lifestyle,2026-03-16,Gaming,3465,101,8,7,116,REF00638,Instagram,2026-03-16 11:00:00,139,CUST9233,TXN00638,2026-03-17 00:00:00,10,9,1,31332.0,Coffee Maker,Home
CAM047,Product Launch,CR002,Ananya Sharma,Fashion,2026-05-06,Fashion,9775,491,60,43,594,REF00639,Facebook,2026-05-06 20:00:00,233,CUST2095,TXN00639,2026-05-13 00:00:00,6,5,1,26613.63,Gaming Headset,Gaming
CAM009,Weekend Flash,CR003,Rohan Kapoor,Tech,2026-02-24,Food,10236,251,41,21,313,REF00640,YouTube,2026-02-24 12:00:00,292,CUST1096,TXN00640,2026-02-27 00:00:00,6,3,3,11032.3,Sneakers,Fashion
CAM013,Spring Refresh,CR010,Diya Joshi,Lifestyle,2026-01-13,Fitness,4286,138,14,14,166,REF00641,Facebook,2026-01-13 10:00:00,101,CUST1365,TXN00641,2026-01-15 00:00:00,6,4,2,12012.26,Wireless Earbuds,Electronics
CAM059,Spring Refresh,CR005,Vihaan Patel,Fitness,2026-04-26,Fitness,8293,354,28,46,428,REF00642,Instagram,2026-04-26 07:00:00,222,CUST7993,TXN00642,2026-05-03 00:00:00,7,6,1,20093.42,Travel Backpack,Travel
CAM033,Spring Refresh,CR010,Diya Joshi,Lifestyle,2026-05-31,Gaming,3591,143,20,17,180,REF00643,YouTube,2026-05-31 19:00:00,78,CUST4186,TXN00643,2026-06-09 00:00:00,7,5,2,31367.26,Gaming Headset,Gaming
CAM005,New Collection,CR004,Isha Verma,Beauty,2026-01-10,Beauty,5491,179,13,20,212,REF00644,Instagram,2026-01-10 18:00:00,139,CUST9902,TXN00644,2026-01-19 00:00:00,7,4,3,33626.7,Smartwatch,Electronics
CAM043,Monsoon Sale,CR003,Rohan Kapoor,Tech,2026-01-20,Beauty,7631,335,36,44,415,REF00645,YouTube,2026-01-20 07:00:00,255,CUST1029,TXN00645,2026-01-26 00:00:00,11,10,1,11204.53,Travel Backpack,Travel
CAM018,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-04-03,Electronics,4585,190,19,19,228,REF00646,YouTube,2026-04-03 09:00:00,126,CUST7685,TXN00646,2026-04-10 00:00:00,6,5,1,12919.58,Gaming Headset,Gaming
CAM048,Monsoon Sale,CR010,Diya Joshi,Lifestyle,2026-01-29,Fitness,5117,222,31,24,277,REF00647,Direct,2026-01-29 05:00:00,170,CUST8483,TXN00647,2026-02-04 00:00:00,6,4,2,27273.42,Sneakers,Fashion
CAM019,Festive Picks,CR006,Meera Nair,Travel,2026-04-12,Home,6272,269,23,21,313,REF00648,Instagram,2026-04-12 02:00:00,238,CUST3476,TXN00648,2026-04-19 00:00:00,8,7,1,16788.39,Wireless Earbuds,Electronics
CAM016,Monsoon Sale,CR011,Aditya Deshmukh,Tech,2026-04-12,Beauty,3463,131,17,11,159,REF00649,YouTube,2026-04-12 22:00:00,104,CUST1849,TXN00649,2026-04-19 00:00:00,1,1,0,4880.14,Sneakers,Fashion
CAM044,New Collection,CR007,Kabir Singh,Gaming,2026-03-30,Beauty,10092,517,66,57,640,REF00650,Instagram,2026-03-30 22:00:00,366,CUST3897,TXN00650,2026-04-06 00:00:00,31,28,3,103250.4,Coffee Maker,Home
CAM011,Weekend Flash,CR001,Aarav Mehta,Lifestyle,2026-02-27,Travel,8291,528,50,37,615,REF00651,Facebook,2026-02-27 08:00:00,352,CUST7119,TXN00651,2026-03-07 00:00:00,10,9,1,28154.5,Protein Powder,Fitness
CAM050,Product Launch,CR001,Aarav Mehta,Lifestyle,2026-02-26,Beauty,7679,248,32,24,304,REF00652,Instagram,2026-02-26 04:00:00,193,CUST1033,TXN00652,2026-02-27 00:00:00,16,14,2,19120.49,Travel Backpack,Travel
CAM005,Spring Refresh,CR008,Sara Khan,Food,2026-02-04,Home,3563,122,10,11,143,REF00653,Facebook,2026-02-04 11:00:00,70,CUST1690,TXN00653,2026-02-05 00:00:00,5,5,0,11955.19,Sneakers,Fashion
CAM018,Holiday Offers,CR003,Rohan Kapoor,Tech,2026-04-01,Electronics,6287,219,34,25,278,REF00654,YouTube,2026-04-01 12:00:00,140,CUST6222,TXN00654,2026-04-08 00:00:00,9,7,2,53568.01,Smartwatch,Electronics
CAM012,Festive Picks,CR005,Vihaan Patel,Fitness,2026-04-05,Beauty,4832,125,17,16,158,REF00655,YouTube,2026-04-05 05:00:00,74,CUST4793,TXN00655,2026-04-11 00:00:00,7,6,1,16814.84,Sneakers,Fashion
CAM037,Summer Launch,CR010,Diya Joshi,Lifestyle,2026-05-18,Electronics,11660,645,61,38,744,REF00656,YouTube,2026-05-18 15:00:00,321,CUST6529,TXN00656,2026-05-24 00:00:00,21,17,4,35345.53,Travel Backpack,Travel
CAM045,New Collection,CR012,Kavya Iyer,Fashion,2026-04-02,Travel,7784,309,48,34,391,REF00657,Facebook,2026-04-02 13:00:00,277,CUST8263,TXN00657,2026-04-10 00:00:00,15,15,0,31375.06,Protein Powder,Fitness
CAM031,Premium Picks,CR011,Aditya Deshmukh,Tech,2026-05-09,Gaming,5176,210,24,26,260,REF00658,YouTube,2026-05-09 13:00:00,111,CUST7235,TXN00658,2026-05-14 00:00:00,8,7,1,16185.41,Travel Backpack,Travel
CAM053,Mega Savings,CR009,Arjun Rao,Finance,2026-01-28,Food,4445,247,17,22,286,REF00659,TikTok,2026-01-28 19:00:00,115,CUST7688,TXN00659,2026-02-02 00:00:00,8,8,0,28307.86,Sneakers,Fashion
CAM048,New Collection,CR012,Kavya Iyer,Fashion,2026-03-29,Electronics,3524,128,15,10,153,REF00660,Direct,2026-03-29 14:00:00,75,CUST9574,TXN00660,2026-04-01 00:00:00,3,1,2,15377.19,Gaming Headset,Gaming
CAM022,Premium Picks,CR001,Aarav Mehta,Lifestyle,2026-06-11,Gaming,3847,188,19,16,223,REF00661,Direct,2026-06-11 03:00:00,76,CUST8191,TXN00661,2026-06-13 00:00:00,7,6,1,15190.41,Wireless Earbuds,Electronics
CAM052,New Collection,CR012,Kavya Iyer,Fashion,2026-05-24,Fashion,2724,152,9,17,178,REF00662,Email,2026-05-24 09:00:00,103,CUST4247,TXN00662,2026-06-01 00:00:00,5,5,0,10123.32,Skincare Kit,Beauty
CAM023,Product Launch,CR001,Aarav Mehta,Lifestyle,2026-01-21,Food,11296,621,56,35,712,REF00663,Direct,2026-01-21 03:00:00,235,CUST5088,TXN00663,2026-01-22 00:00:00,4,4,0,11640.72,Travel Backpack,Travel
CAM046,Weekend Flash,CR003,Rohan Kapoor,Tech,2026-03-02,Electronics,8594,285,42,34,361,REF00664,Instagram,2026-03-02 22:00:00,248,CUST4614,TXN00664,2026-03-11 00:00:00,11,9,2,33066.07,Protein Powder,Fitness
CAM035,Spring Refresh,CR005,Vihaan Patel,Fitness,2026-02-03,Fashion,8232,350,35,34,419,REF00665,Email,2026-02-03 16:00:00,228,CUST4635,TXN00665,2026-02-10 00:00:00,7,7,0,16204.86,Gaming Headset,Gaming
CAM018,Product Launch,CR006,Meera Nair,Travel,2026-03-30,Home,9161,365,30,33,428,REF00666,Email,2026-03-30 18:00:00,297,CUST4159,TXN00666,2026-04-08 00:00:00,17,15,2,27852.41,Skincare Kit,Beauty
CAM043,Holiday Offers,CR004,Isha Verma,Beauty,2026-02-20,Beauty,9456,389,37,28,454,REF00667,Instagram,2026-02-20 03:00:00,258,CUST3129,TXN00667,2026-02-23 00:00:00,9,9,0,21287.38,Sneakers,Fashion
CAM001,New Collection,CR001,Aarav Mehta,Lifestyle,2026-06-30,Fitness,6327,293,23,33,349,REF00668,Instagram,2026-06-30 05:00:00,203,CUST5927,TXN00668,2026-07-05 00:00:00,13,12,1,51469.84,Wireless Earbuds,Electronics
CAM005,Back to College,CR007,Kabir Singh,Gaming,2026-02-19,Travel,6262,245,19,13,277,REF00669,YouTube,2026-02-19 08:00:00,223,CUST3819,TXN00669,2026-02-21 00:00:00,8,7,1,27554.35,Sneakers,Fashion
CAM028,Creator Spotlight,CR008,Sara Khan,Food,2026-06-29,Travel,3966,173,12,12,197,REF00670,TikTok,2026-06-29 22:00:00,127,CUST2536,TXN00670,2026-07-08 00:00:00,9,7,2,36428.49,Sneakers,Fashion
CAM050,Premium Picks,CR006,Meera Nair,Travel,2026-03-09,Gaming,9080,465,66,55,586,REF00671,TikTok,2026-03-09 12:00:00,227,CUST3710,TXN00671,2026-03-10 00:00:00,17,15,2,29752.99,Protein Powder,Fitness
CAM053,New Collection,CR007,Kabir Singh,Gaming,2026-03-28,Fashion,8744,405,42,43,490,REF00672,Instagram,2026-03-28 18:00:00,348,CUST7200,TXN00672,2026-04-03 00:00:00,9,7,2,42180.5,Smartwatch,Electronics
CAM054,Mega Savings,CR010,Diya Joshi,Lifestyle,2026-01-05,Fitness,6821,192,23,25,240,REF00673,Email,2026-01-05 15:00:00,205,CUST3011,TXN00673,2026-01-12 00:00:00,16,14,2,51863.85,Coffee Maker,Home
CAM016,Spring Refresh,CR012,Kavya Iyer,Fashion,2026-01-08,Electronics,9496,453,54,31,538,REF00674,Instagram,2026-01-08 09:00:00,287,CUST2744,TXN00674,2026-01-11 00:00:00,10,10,0,7749.57,Skincare Kit,Beauty
CAM047,New Collection,CR001,Aarav Mehta,Lifestyle,2026-06-05,Home,8254,255,20,23,298,REF00675,Instagram,2026-06-05 10:00:00,185,CUST7448,TXN00675,2026-06-09 00:00:00,14,8,6,73975.12,Smartwatch,Electronics
CAM018,Premium Picks,CR006,Meera Nair,Travel,2026-03-30,Travel,10536,331,54,36,421,REF00676,Instagram,2026-03-30 15:00:00,336,CUST3870,TXN00676,2026-04-02 00:00:00,13,13,0,16278.41,Travel Backpack,Travel
CAM060,Monsoon Sale,CR008,Sara Khan,Food,2026-04-26,Travel,11562,423,48,43,514,REF00677,Instagram,2026-04-26 06:00:00,352,CUST1088,TXN00677,2026-04-30 00:00:00,11,11,0,52110.44,Sneakers,Fashion
CAM021,Festive Picks,CR009,Arjun Rao,Finance,2026-01-11,Home,3951,187,27,24,238,REF00678,Facebook,2026-01-11 11:00:00,91,CUST4212,TXN00678,2026-01-18 00:00:00,7,6,1,13078.66,Protein Powder,Fitness
CAM012,Premium Picks,CR010,Diya Joshi,Lifestyle,2026-02-26,Electronics,5156,200,24,20,244,REF00679,Facebook,2026-02-26 10:00:00,111,CUST9361,TXN00679,2026-03-05 00:00:00,6,6,0,13307.7,Sneakers,Fashion
CAM033,New Collection,CR004,Isha Verma,Beauty,2026-05-15,Travel,6346,135,12,7,154,REF00680,TikTok,2026-05-15 05:00:00,149,CUST5467,TXN00680,2026-05-18 00:00:00,5,5,0,31629.75,Smartwatch,Electronics
CAM048,Back to College,CR005,Vihaan Patel,Fitness,2026-04-09,Electronics,7729,376,54,20,450,REF00681,TikTok,2026-04-09 16:00:00,171,CUST5476,TXN00681,2026-04-14 00:00:00,4,4,0,7678.3,Travel Backpack,Travel
CAM045,Holiday Offers,CR011,Aditya Deshmukh,Tech,2026-06-21,Fashion,13058,528,41,31,600,REF00682,Direct,2026-06-21 23:00:00,469,CUST6188,TXN00682,2026-06-26 00:00:00,18,14,4,21436.64,Skincare Kit,Beauty
CAM026,Holiday Offers,CR002,Ananya Sharma,Fashion,2026-01-19,Fitness,8343,402,33,49,484,REF00683,Instagram,2026-01-19 19:00:00,146,CUST6976,TXN00683,2026-01-24 00:00:00,4,4,0,7129.78,Travel Backpack,Travel
CAM011,Creator Spotlight,CR012,Kavya Iyer,Fashion,2026-03-01,Home,9476,475,56,53,584,REF00684,Facebook,2026-03-01 15:00:00,274,CUST4361,TXN00684,2026-03-02 00:00:00,12,11,1,35730.51,Sneakers,Fashion
CAM013,Monsoon Sale,CR008,Sara Khan,Food,2026-02-17,Home,8883,290,21,28,339,REF00685,YouTube,2026-02-17 03:00:00,154,CUST2130,TXN00685,2026-02-26 00:00:00,6,6,0,29650.18,Gaming Headset,Gaming
CAM050,Creator Spotlight,CR012,Kavya Iyer,Fashion,2026-04-06,Travel,9867,382,58,41,481,REF00686,Instagram,2026-04-06 01:00:00,247,CUST9392,TXN00686,2026-04-14 00:00:00,13,11,2,27708.69,Sneakers,Fashion
CAM057,Monsoon Sale,CR012,Kavya Iyer,Fashion,2026-01-29,Travel,4060,181,26,18,225,REF00687,YouTube,2026-01-29 12:00:00,114,CUST5489,TXN00687,2026-02-01 00:00:00,5,5,0,14836.4,Wireless Earbuds,Electronics
CAM054,Creator Spotlight,CR003,Rohan Kapoor,Tech,2026-01-02,Travel,3555,197,26,22,245,REF00688,Email,2026-01-02 17:00:00,82,CUST7920,TXN00688,2026-01-08 00:00:00,7,6,1,20587.6,Smartwatch,Electronics
CAM038,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-03-27,Travel,6562,346,45,42,433,REF00689,TikTok,2026-03-27 02:00:00,114,CUST3782,TXN00689,2026-03-31 00:00:00,7,4,3,24032.31,Gaming Headset,Gaming
CAM006,Product Launch,CR008,Sara Khan,Food,2026-06-02,Beauty,4050,183,18,14,215,REF00690,Direct,2026-06-02 03:00:00,141,CUST6183,TXN00690,2026-06-05 00:00:00,10,8,2,17992.51,Skincare Kit,Beauty
CAM034,Festive Picks,CR008,Sara Khan,Food,2026-01-11,Home,15665,740,114,90,944,REF00691,Direct,2026-01-11 20:00:00,471,CUST7286,TXN00691,2026-01-16 00:00:00,31,27,4,89070.56,Gaming Headset,Gaming
CAM045,Back to College,CR009,Arjun Rao,Finance,2026-02-11,Electronics,6409,189,20,24,233,REF00692,Facebook,2026-02-11 16:00:00,185,CUST7924,TXN00692,2026-02-13 00:00:00,5,4,1,10500.38,Skincare Kit,Beauty
CAM050,Spring Refresh,CR008,Sara Khan,Food,2026-06-16,Food,11996,511,66,26,603,REF00693,YouTube,2026-06-16 11:00:00,328,CUST8962,TXN00693,2026-06-21 00:00:00,19,16,3,37457.56,Skincare Kit,Beauty
CAM029,Holiday Offers,CR008,Sara Khan,Food,2026-01-27,Beauty,7548,215,19,15,249,REF00694,Instagram,2026-01-27 13:00:00,160,CUST8927,TXN00694,2026-01-28 00:00:00,1,1,0,4417.16,Smartwatch,Electronics
CAM039,Weekend Flash,CR009,Arjun Rao,Finance,2026-03-05,Electronics,9093,362,23,38,423,REF00695,Instagram,2026-03-05 05:00:00,284,CUST3039,TXN00695,2026-03-07 00:00:00,14,12,2,37569.06,Sneakers,Fashion
CAM017,Summer Launch,CR008,Sara Khan,Food,2026-05-21,Travel,8630,403,53,32,488,REF00696,Email,2026-05-21 17:00:00,338,CUST7413,TXN00696,2026-05-30 00:00:00,20,18,2,16866.36,Skincare Kit,Beauty
CAM035,Holiday Offers,CR008,Sara Khan,Food,2026-01-28,Fashion,5213,210,17,17,244,REF00697,YouTube,2026-01-28 12:00:00,150,CUST5517,TXN00697,2026-02-01 00:00:00,10,10,0,43734.91,Gaming Headset,Gaming
CAM005,Summer Launch,CR005,Vihaan Patel,Fitness,2026-04-06,Home,2858,124,15,7,146,REF00698,YouTube,2026-04-06 18:00:00,91,CUST3495,TXN00698,2026-04-08 00:00:00,10,7,3,54426.68,Gaming Headset,Gaming
CAM037,Holiday Offers,CR010,Diya Joshi,Lifestyle,2026-04-12,Electronics,4448,169,27,16,212,REF00699,TikTok,2026-04-12 07:00:00,132,CUST4400,TXN00699,2026-04-20 00:00:00,2,1,1,2339.24,Travel Backpack,Travel
CAM031,Product Launch,CR002,Ananya Sharma,Fashion,2026-03-21,Electronics,10304,497,67,63,627,REF00700,Instagram,2026-03-21 06:00:00,135,CUST4058,TXN00700,2026-03-24 00:00:00,7,7,0,7953.49,Skincare Kit,Beauty
CAM006,Creator Spotlight,CR006,Meera Nair,Travel,2026-06-29,Fashion,5456,260,32,19,311,REF00701,TikTok,2026-06-29 18:00:00,152,CUST4896,TXN00701,2026-07-04 00:00:00,8,7,1,8141.55,Skincare Kit,Beauty
CAM027,Mega Savings,CR007,Kabir Singh,Gaming,2026-01-12,Fashion,7863,441,43,25,509,REF00702,Instagram,2026-01-12 05:00:00,350,CUST7341,TXN00702,2026-01-19 00:00:00,6,5,1,22866.09,Coffee Maker,Home
CAM034,New Collection,CR011,Aditya Deshmukh,Tech,2026-02-24,Travel,5322,267,32,16,315,REF00703,YouTube,2026-02-24 02:00:00,168,CUST7587,TXN00703,2026-02-27 00:00:00,9,7,2,26880.98,Sneakers,Fashion
CAM015,Summer Launch,CR009,Arjun Rao,Finance,2026-02-16,Gaming,10975,611,67,40,718,REF00704,Instagram,2026-02-16 22:00:00,279,CUST5301,TXN00704,2026-02-25 00:00:00,16,14,2,38654.91,Travel Backpack,Travel
CAM022,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-05-11,Electronics,4953,267,20,17,304,REF00705,TikTok,2026-05-11 10:00:00,162,CUST7552,TXN00705,2026-05-17 00:00:00,2,2,0,8646.65,Sneakers,Fashion
CAM010,Creator Spotlight,CR009,Arjun Rao,Finance,2026-01-16,Electronics,4412,92,10,10,112,REF00706,YouTube,2026-01-16 15:00:00,71,CUST9934,TXN00706,2026-01-18 00:00:00,3,3,0,2280.67,Skincare Kit,Beauty
CAM041,Creator Spotlight,CR011,Aditya Deshmukh,Tech,2026-04-27,Fitness,16495,490,76,44,610,REF00707,Instagram,2026-04-27 23:00:00,452,CUST6277,TXN00707,2026-05-01 00:00:00,33,31,2,164492.13,Gaming Headset,Gaming
CAM020,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-05-01,Electronics,10357,475,32,55,562,REF00708,Direct,2026-05-01 15:00:00,308,CUST3197,TXN00708,2026-05-06 00:00:00,22,18,4,48608.67,Sneakers,Fashion
CAM013,Product Launch,CR001,Aarav Mehta,Lifestyle,2026-06-17,Beauty,5906,176,25,23,224,REF00709,Email,2026-06-17 12:00:00,177,CUST5957,TXN00709,2026-06-23 00:00:00,11,9,2,20081.46,Coffee Maker,Home
CAM016,Product Launch,CR011,Aditya Deshmukh,Tech,2026-03-26,Travel,12378,637,44,81,762,REF00710,Facebook,2026-03-26 16:00:00,350,CUST2183,TXN00710,2026-04-04 00:00:00,8,7,1,31208.34,Coffee Maker,Home
CAM021,Weekend Flash,CR006,Meera Nair,Travel,2026-02-20,Electronics,8673,391,31,52,474,REF00711,Email,2026-02-20 01:00:00,288,CUST1358,TXN00711,2026-02-25 00:00:00,22,18,4,89736.73,Sneakers,Fashion
CAM007,Creator Spotlight,CR002,Ananya Sharma,Fashion,2026-02-18,,6985,374,38,38,450,REF00712,TikTok,2026-02-18 02:00:00,192,CUST7069,TXN00712,2026-02-25 00:00:00,9,6,3,31213.91,Wireless Earbuds,Electronics
CAM056,Premium Picks,CR005,Vihaan Patel,Fitness,2026-06-17,Home,3261,104,9,12,125,REF00713,YouTube,2026-06-17 09:00:00,84,CUST2986,TXN00713,2026-06-24 00:00:00,4,3,1,13766.0,Gaming Headset,Gaming
CAM004,New Collection,CR010,Diya Joshi,Lifestyle,2026-06-06,Gaming,7454,300,26,23,349,REF00714,TikTok,2026-06-06 20:00:00,122,CUST1333,TXN00714,2026-06-12 00:00:00,5,2,3,10100.9,Sneakers,Fashion
CAM048,Weekend Flash,CR002,Ananya Sharma,Fashion,2026-01-14,Home,5710,233,24,12,269,REF00715,Google,2026-01-14 02:00:00,185,CUST3682,TXN00715,2026-01-23 00:00:00,5,4,1,15261.38,Gaming Headset,Gaming
CAM056,Monsoon Sale,CR001,Aarav Mehta,Lifestyle,2026-04-22,Travel,3903,164,20,17,201,REF00716,Email,2026-04-22 09:00:00,95,CUST2293,TXN00716,2026-04-23 00:00:00,12,10,2,49532.01,Wireless Earbuds,Electronics
CAM019,Back to College,CR009,Arjun Rao,Finance,2026-01-27,Fitness,7188,318,22,31,371,REF00717,TikTok,2026-01-27 17:00:00,250,CUST5787,TXN00717,2026-02-02 00:00:00,3,3,0,5705.24,Wireless Earbuds,Electronics
CAM026,Festive Picks,CR010,Diya Joshi,Lifestyle,2026-01-18,Food,12174,499,54,51,604,REF00718,Instagram,2026-01-18 20:00:00,358,CUST4464,TXN00718,2026-01-25 00:00:00,33,29,4,100880.71,Gaming Headset,Gaming
CAM001,Spring Refresh,CR006,Meera Nair,Travel,2026-05-06,Fitness,6245,290,44,15,349,REF00719,Direct,2026-05-06 22:00:00,199,CUST4541,TXN00719,2026-05-07 00:00:00,9,6,3,44668.0,Smartwatch,Electronics
CAM058,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-06-17,Travel,5249,305,29,36,370,REF00720,YouTube,2026-06-17 08:00:00,112,CUST5413,TXN00720,2026-06-19 00:00:00,5,5,0,7686.67,Skincare Kit,Beauty
CAM005,Festive Picks,CR007,Kabir Singh,Gaming,2026-06-15,Gaming,6906,233,20,14,267,REF00721,YouTube,2026-06-15 16:00:00,209,CUST5852,TXN00721,2026-06-17 00:00:00,13,13,0,58571.25,Coffee Maker,Home
